GEOCODE,NAME,total_pop,one_race_pop,multi_race,hisp_latino,not_hisp_latino,one_race_nh,white_alone_nh,black_alone_nh,asian_alone_nh,other_races,pct_hisp_lat,pct_multi_race,pct_white,pct_black,pct_asian,pct_other_races
21195931700,Census Tract 9317,3858,3802,52,26,3832,3780,3755,8,4,13,0.67,1.35,97.33,0.21,0.1,0.34
21195931800,Census Tract 9318,2905,2848,49,37,2868,2819,2803,8,3,5,1.27,1.69,96.49,0.28,0.1,0.17
21195931900,Census Tract 9319,2813,2757,55,10,2803,2748,2728,7,1,12,0.36,1.96,96.98,0.25,0.04,0.43
21197970101,Census Tract 9701.01,1992,1940,45,25,1967,1922,1916,0,1,5,1.26,2.26,96.18,0.0,0.05,0.25
21197970102,Census Tract 9701.02,4742,4629,88,81,4661,4573,4500,27,18,28,1.71,1.86,94.9,0.57,0.38,0.59
21197970201,Census Tract 9702.01,3121,3035,67,61,3060,2993,2965,17,5,6,1.95,2.15,95.0,0.54,0.16,0.19
21197970202,Census Tract 9702.02,3274,3172,91,30,3244,3153,3126,20,6,1,0.92,2.78,95.48,0.61,0.18,0.03
21199930101,Census Tract 9301.01,3090,2987,78,74,3016,2938,2920,6,8,4,2.39,2.52,94.5,0.19,0.26,0.13
21199930102,Census Tract 9301.02,2925,2807,99,51,2874,2775,2747,5,7,16,1.74,3.38,93.91,0.17,0.24,0.55
21199930200,Census Tract 9302,5512,5289,154,157,5355,5201,5137,34,14,16,2.85,2.79,93.2,0.62,0.25,0.29
21199930301,Census Tract 9303.01,2230,2167,59,25,2205,2146,2119,3,4,20,1.12,2.65,95.02,0.13,0.18,0.9
21199930302,Census Tract 9303.02,2823,2738,78,17,2806,2728,2696,9,12,11,0.6,2.76,95.5,0.32,0.43,0.39
21199930401,Census Tract 9304.01,3474,3321,107,128,3346,3239,3165,33,14,27,3.68,3.08,91.11,0.95,0.4,0.78
21199930403,Census Tract 9304.03,2559,2439,68,126,2433,2365,2307,23,29,6,4.92,2.66,90.15,0.9,1.13,0.23
21199930404,Census Tract 9304.04,3401,3256,97,104,3297,3200,3124,26,32,18,3.06,2.85,91.86,0.76,0.94,0.53
21199930503,Census Tract 9305.03,3785,3607,136,83,3702,3566,3478,31,35,22,2.19,3.59,91.89,0.82,0.92,0.58
21199930504,Census Tract 9305.04,3169,3069,76,74,3095,3019,2837,38,117,27,2.34,2.4,89.52,1.2,3.69,0.85
21199930505,Census Tract 9305.05,4127,3968,128,94,4033,3905,3805,43,46,11,2.28,3.1,92.2,1.04,1.11,0.27
21199930506,Census Tract 9305.06,2701,2569,91,149,2552,2461,2338,84,29,10,5.52,3.37,86.56,3.11,1.07,0.37
21199930600,Census Tract 9306,4330,4115,160,210,4120,3960,3757,161,16,26,4.85,3.7,86.77,3.72,0.37,0.6
21199930700,Census Tract 9307,4830,4578,189,186,4644,4455,4297,98,36,24,3.85,3.91,88.96,2.03,0.75,0.5
21199930801,Census Tract 9308.01,3549,3351,152,205,3344,3192,3114,46,11,21,5.78,4.28,87.74,1.3,0.31,0.59
21199930802,Census Tract 9308.02,2533,2444,66,58,2475,2409,2376,17,1,15,2.29,2.61,93.8,0.67,0.04,0.59
21199930900,Census Tract 9309,2640,2530,101,39,2601,2500,2482,4,11,3,1.48,3.83,94.02,0.15,0.42,0.11
21199931000,Census Tract 9310,1620,1555,55,16,1604,1549,1531,3,3,12,0.99,3.4,94.51,0.19,0.19,0.74
21199931101,Census Tract 9311.01,2775,2637,124,50,2725,2601,2569,9,7,16,1.8,4.47,92.58,0.32,0.25,0.58
21199931103,Census Tract 9311.03,1255,1204,51,8,1247,1196,1188,3,0,5,0.64,4.06,94.66,0.24,0.0,0.4
21199931104,Census Tract 9311.04,1706,1644,55,23,1683,1628,1613,1,4,10,1.35,3.22,94.55,0.06,0.23,0.59
21201970100,Census Tract 9701,2193,2131,52,19,2174,2122,2106,6,7,3,0.87,2.37,96.03,0.27,0.32,0.14
21203950100,Census Tract 9501,3081,3001,72,39,3042,2970,2944,9,7,10,1.27,2.34,95.55,0.29,0.23,0.32
21203950201,Census Tract 9502.01,2997,2886,104,33,2964,2860,2839,11,2,8,1.1,3.47,94.73,0.37,0.07,0.27
21203950202,Census Tract 9502.02,3787,3664,115,43,3744,3629,3572,22,15,20,1.14,3.04,94.32,0.58,0.4,0.53
21203950300,Census Tract 9503,3880,3794,74,39,3841,3767,3745,10,1,11,1.01,1.91,96.52,0.26,0.03,0.28
21203950400,Census Tract 9504,2292,2241,47,18,2274,2227,2216,0,3,8,0.79,2.05,96.68,0.0,0.13,0.35
21205950100,Census Tract 9501,5965,5770,165,103,5862,5697,5599,35,41,22,1.73,2.77,93.86,0.59,0.69,0.37
21205950201,Census Tract 9502.01,3601,3481,91,88,3513,3422,3373,24,16,9,2.44,2.53,93.67,0.67,0.44,0.25
21205950202,Census Tract 9502.02,5687,5525,117,188,5499,5382,5036,197,64,85,3.31,2.06,88.55,3.46,1.13,1.49
21205950301,Census Tract 9503.01,2606,2498,100,51,2555,2455,2334,88,26,7,1.96,3.84,89.56,3.38,1.0,0.27
21205950302,Census Tract 9503.02,2897,2796,91,56,2841,2750,2710,23,2,15,1.93,3.14,93.55,0.79,0.07,0.52
21205950400,Census Tract 9504,3906,3789,113,55,3851,3738,3721,5,8,4,1.41,2.89,95.26,0.13,0.2,0.1
21207960101,Census Tract 9601.01,3723,3602,61,234,3489,3428,3370,11,36,11,6.29,1.64,90.52,0.3,0.97,0.3
21207960102,Census Tract 9601.02,5495,5294,125,334,5161,5036,4926,33,41,36,6.08,2.27,89.65,0.6,0.75,0.66
21207960200,Census Tract 9602,1512,1471,28,19,1493,1465,1447,6,0,12,1.26,1.85,95.7,0.4,0.0,0.79
21207960300,Census Tract 9603,3975,3823,129,97,3878,3749,3658,53,18,20,2.44,3.25,92.03,1.33,0.45,0.5
21207960400,Census Tract 9604,3286,3200,69,97,3189,3120,3096,10,9,5,2.95,2.1,94.22,0.3,0.27,0.15
21209040101,Census Tract 401.01,2089,1921,118,179,1910,1792,1418,341,22,11,8.57,5.65,67.88,16.32,1.05,0.53
21209040102,Census Tract 401.02,2469,2300,105,154,2315,2210,1981,200,16,13,6.24,4.25,80.23,8.1,0.65,0.53
21209040203,Census Tract 402.03,4721,4364,223,268,4453,4230,3927,238,48,17,5.68,4.72,83.18,5.04,1.02,0.36
21209040205,Census Tract 402.05,4946,4487,224,791,4155,3931,3561,312,35,23,15.99,4.53,72.0,6.31,0.71,0.47
21209040207,Census Tract 402.07,1260,1186,67,42,1218,1151,1073,66,6,6,3.33,5.32,85.16,5.24,0.48,0.48
21209040208,Census Tract 402.08,2447,2299,126,73,2374,2248,2081,134,17,16,2.98,5.15,85.04,5.48,0.69,0.65
21209040209,Census Tract 402.09,2597,2396,164,160,2437,2273,2030,209,22,12,6.16,6.31,78.17,8.05,0.85,0.46
21209040210,Census Tract 402.10,2010,1831,144,153,1857,1713,1555,147,4,7,7.61,7.16,77.36,7.31,0.2,0.35
21209040301,Census Tract 403.01,3458,3251,159,245,3213,3054,2710,284,53,7,7.09,4.6,78.37,8.21,1.53,0.2
21209040302,Census Tract 403.02,2431,2328,79,59,2372,2293,2186,69,31,7,2.43,3.25,89.92,2.84,1.28,0.29
21209040303,Census Tract 403.03,3555,3339,151,153,3402,3251,2978,139,112,22,4.3,4.25,83.77,3.91,3.15,0.62
21209040400,Census Tract 404,3169,3000,134,98,3071,2937,2868,43,15,11,3.09,4.23,90.5,1.36,0.47,0.35
21209040501,Census Tract 405.01,2706,2585,98,57,2649,2551,2499,33,8,11,2.11,3.62,92.35,1.22,0.3,0.41
21209040502,Census Tract 405.02,4257,4035,178,89,4168,3990,3874,72,25,19,2.09,4.18,91.0,1.69,0.59,0.45
21209040601,Census Tract 406.01,3527,3358,109,102,3425,3316,3144,122,30,20,2.89,3.09,89.14,3.46,0.85,0.57
21209040604,Census Tract 406.04,2798,2677,91,68,2730,2639,2481,111,34,13,2.43,3.25,88.67,3.97,1.22,0.46
21209040605,Census Tract 406.05,2604,2455,96,75,2529,2433,2378,31,7,17,2.88,3.69,91.32,1.19,0.27,0.65
21209040606,Census Tract 406.06,2795,2571,177,93,2702,2525,2259,233,18,15,3.33,6.33,80.82,8.34,0.64,0.54
21209040607,Census Tract 406.07,3316,3113,151,244,3072,2921,2701,123,84,13,7.36,4.55,81.45,3.71,2.53,0.39
21211040101,Census Tract 401.01,3715,3552,133,73,3642,3509,3444,42,10,13,1.97,3.58,92.71,1.13,0.27,0.35
21211040102,Census Tract 401.02,4512,4298,155,160,4352,4197,4102,71,5,19,3.55,3.44,90.91,1.57,0.11,0.42
21211040201,Census Tract 402.01,3281,3074,124,427,2854,2730,2615,80,16,19,13.01,3.78,79.7,2.44,0.49,0.58
21211040202,Census Tract 402.02,5168,4866,184,461,4707,4523,4238,219,40,26,8.92,3.56,82.0,4.24,0.77,0.5
21211040301,Census Tract 403.01,6024,5248,308,1828,4196,3888,2973,835,33,47,30.35,5.11,49.35,13.86,0.55,0.78
21211040302,Census Tract 403.02,3314,2928,161,806,2508,2347,1880,394,42,31,24.32,4.86,56.73,11.89,1.27,0.94
21211040402,Census Tract 404.02,4342,4094,159,185,4157,3998,3760,165,43,30,4.26,3.66,86.6,3.8,0.99,0.69
21211040403,Census Tract 404.03,4394,4053,222,402,3992,3770,3528,191,24,27,9.15,5.05,80.29,4.35,0.55,0.61
21211040404,Census Tract 404.04,3718,3350,224,441,3277,3053,2641,345,46,21,11.86,6.02,71.03,9.28,1.24,0.56
21211040501,Census Tract 405.01,2496,2344,102,111,2385,2283,2219,36,10,18,4.45,4.09,88.9,1.44,0.4,0.72
21211040503,Census Tract 405.03,3696,3441,159,318,3378,3219,2950,192,47,30,8.6,4.3,79.82,5.19,1.27,0.81
21211040504,Census Tract 405.04,3405,3251,105,83,3322,3217,3013,130,45,29,2.44,3.08,88.49,3.82,1.32,0.85
21213970100,Census Tract 9701,2344,2272,61,44,2300,2239,2144,75,2,18,1.88,2.6,91.47,3.2,0.09,0.77
21213970200,Census Tract 9702,5094,4818,228,174,4920,4692,4257,386,20,29,3.42,4.48,83.57,7.58,0.39,0.57
21213970300,Census Tract 9703,5042,4770,228,184,4858,4630,3982,582,24,42,3.65,4.52,78.98,11.54,0.48,0.83
21213970401,Census Tract 9704.01,4493,4182,251,137,4356,4105,3671,376,41,17,3.05,5.59,81.7,8.37,0.91,0.38
21213970402,Census Tract 9704.02,2621,2457,126,109,2512,2386,2147,203,7,29,4.16,4.81,81.92,7.75,0.27,1.11
21215080101,Census Tract 801.01,4830,4576,205,107,4723,4518,4388,81,29,20,2.22,4.24,90.85,1.68,0.6,0.41
21215080102,Census Tract 801.02,6237,5924,242,179,6058,5816,5654,104,36,22,2.87,3.88,90.65,1.67,0.58,0.35
21215080103,Census Tract 801.03,2129,2021,96,33,2096,2000,1971,16,10,3,1.55,4.51,92.58,0.75,0.47,0.14
21215080200,Census Tract 802,6294,5974,272,131,6163,5891,5751,96,15,29,2.08,4.32,91.37,1.53,0.24,0.46
21217920100,Census Tract 9201,2697,2606,67,67,2630,2563,2535,15,3,10,2.48,2.48,93.99,0.56,0.11,0.37
21217920200,Census Tract 9202,3096,3018,66,55,3041,2975,2923,33,14,5,1.78,2.13,94.41,1.07,0.45,0.16
21217920300,Census Tract 9203,4752,4505,186,165,4587,4401,4050,256,78,17,3.47,3.91,85.23,5.39,1.64,0.36
21217920401,Census Tract 9204.01,4468,4289,165,157,4311,4146,3524,438,119,65,3.51,3.69,78.87,9.8,2.66,1.45
21217920402,Census Tract 9204.02,3900,3682,172,112,3788,3616,3418,165,20,13,2.87,4.41,87.64,4.23,0.51,0.33
21217920501,Census Tract 9205.01,2911,2786,94,57,2854,2760,2675,64,8,13,1.96,3.23,91.89,2.2,0.27,0.45
21217920502,Census Tract 9205.02,4199,3974,187,107,4092,3905,3599,281,2,23,2.55,4.45,85.71,6.69,0.05,0.55
21219950100,Census Tract 9501,2899,2800,80,73,2826,2746,2728,5,4,9,2.52,2.76,94.1,0.17,0.14,0.31
21219950200,Census Tract 9502,5437,5212,186,265,5172,4986,4593,361,3,29,4.87,3.42,84.48,6.64,0.06,0.53
21219950300,Census Tract 9503,2457,2274,142,167,2290,2148,1654,458,13,23,6.8,5.78,67.32,18.64,0.53,0.94
21219950400,Census Tract 9504,1450,1378,40,93,1357,1317,1259,56,2,0,6.41,2.76,86.83,3.86,0.14,0.0
21221970100,Census Tract 9701,2674,2574,77,50,2624,2547,2403,136,2,6,1.87,2.88,89.87,5.09,0.07,0.22
21221970201,Census Tract 9702.01,2914,2767,127,63,2851,2724,2173,528,8,15,2.16,4.36,74.57,18.12,0.27,0.51
21221970202,Census Tract 9702.02,3798,3636,139,73,3725,3586,3340,205,12,29,1.92,3.66,87.94,5.4,0.32,0.76
21221970301,Census Tract 9703.01,2647,2544,64,71,2576,2512,2448,51,1,12,2.68,2.42,92.48,1.93,0.04,0.45
21221970302,Census Tract 9703.02,2023,1919,82,58,1965,1883,1838,30,4,11,2.87,4.05,90.86,1.48,0.2,0.54
21221980100,Census Tract 9801,1,1,0,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
21221980200,Census Tract 9802,4,1,2,1,3,1,0,0,0,1,25.0,50.0,0.0,0.0,0.0,25.0
21223100100,Census Tract 1001,3190,3064,95,65,3125,3030,2998,2,13,17,2.04,2.98,93.98,0.06,0.41,0.53
21223100200,Census Tract 1002,5284,5077,177,127,5157,4980,4916,26,14,24,2.4,3.35,93.04,0.49,0.26,0.45
21225950100,Census Tract 9501,1670,1619,44,23,1647,1603,1535,56,0,12,1.38,2.63,91.92,3.35,0.0,0.72
21225950201,Census Tract 9502.01,4806,4570,225,76,4730,4505,3924,531,28,22,1.58,4.68,81.65,11.05,0.58,0.46
21225950202,Census Tract 9502.02,2720,2622,83,46,2674,2591,2288,288,1,14,1.69,3.05,84.12,10.59,0.04,0.51
21225950300,Census Tract 9503,4472,4265,198,43,4429,4231,4055,154,3,19,0.96,4.43,90.68,3.44,0.07,0.42
21227010100,Census Tract 101,2755,2578,125,157,2598,2473,1993,366,92,22,5.7,4.54,72.34,13.28,3.34,0.8
21227010200,Census Tract 102,3524,3220,190,417,3107,2917,1486,1258,143,30,11.83,5.39,42.17,35.7,4.06,0.85
21227010300,Census Tract 103,4503,4033,190,1070,3433,3243,2171,937,112,23,23.76,4.22,48.21,20.81,2.49,0.51
21227010400,Census Tract 104,4168,3955,159,157,4011,3852,3157,553,112,30,3.77,3.81,75.74,13.27,2.69,0.72
21227010500,Census Tract 105,2271,2149,82,95,2176,2094,1926,128,27,13,4.18,3.61,84.81,5.64,1.19,0.57
21227010600,Census Tract 106,4302,3964,217,292,4010,3793,3160,396,124,113,6.79,5.04,73.45,9.21,2.88,2.63
21227010701,Census Tract 107.01,5422,5116,189,384,5038,4849,3551,370,840,88,7.08,3.49,65.49,6.82,15.49,1.62
21227010702,Census Tract 107.02,6647,6244,265,355,6292,6027,3903,545,1448,131,5.34,3.99,58.72,8.2,21.78,1.97
21227010801,Census Tract 108.01,3984,3751,147,268,3716,3569,3113,265,134,57,6.73,3.69,78.14,6.65,3.36,1.43
21227010802,Census Tract 108.02,8708,8251,298,307,8401,8103,7100,329,634,40,3.53,3.42,81.53,3.78,7.28,0.46
21227010804,Census Tract 108.04,2882,2661,182,86,2796,2614,1945,435,190,44,2.98,6.32,67.49,15.09,6.59,1.53
21227010805,Census Tract 108.05,3998,3754,150,239,3759,3609,2887,383,221,118,5.98,3.75,72.21,9.58,5.53,2.95
21227010900,Census Tract 109,4703,4369,261,246,4457,4196,3546,379,197,74,5.23,5.55,75.4,8.06,4.19,1.57
21227011001,Census Tract 110.01,4305,3909,199,914,3391,3192,1607,834,685,66,21.23,4.62,37.33,19.37,15.91,1.53
21227011002,Census Tract 110.02,7852,7151,423,1063,6789,6366,3944,1281,983,158,13.54,5.39,50.23,16.31,12.52,2.01
21227011100,Census Tract 111,7759,7285,355,418,7341,6986,6037,502,361,86,5.39,4.58,77.81,6.47,4.65,1.11
21227011200,Census Tract 112,5369,4919,281,911,4458,4177,2536,1369,211,61,16.97,5.23,47.23,25.5,3.93,1.14
21227011300,Census Tract 113,4733,4343,263,359,4374,4111,3492,509,61,49,7.59,5.56,73.78,10.75,1.29,1.04
21227011401,Census Tract 114.01,7233,6948,208,245,6988,6780,6270,263,192,55,3.39,2.88,86.69,3.64,2.65,0.76
21227011402,Census Tract 114.02,3501,3289,130,150,3351,3221,2847,159,177,38,4.28,3.71,81.32,4.54,5.06,1.09
21227011500,Census Tract 115,7550,7205,259,192,7358,7099,6869,104,70,56,2.54,3.43,90.98,1.38,0.93,0.74
21227011600,Census Tract 116,5964,5735,193,150,5814,5621,5259,310,30,22,2.52,3.24,88.18,5.2,0.5,0.37
21227011701,Census Tract 117.01,5749,5286,342,513,5236,4894,4005,775,53,61,8.92,5.95,69.66,13.48,0.92,1.06
21227011702,Census Tract 117.02,3705,3504,180,98,3607,3427,3299,88,18,22,2.65,4.86,89.04,2.38,0.49,0.59
21227011801,Census Tract 118.01,3187,3090,88,99,3088,3000,2947,29,15,9,3.11,2.76,92.47,0.91,0.47,0.28
21227011802,Census Tract 118.02,2721,2607,89,67,2654,2565,2514,22,11,18,2.46,3.27,92.39,0.81,0.4,0.66
21227011900,Census Tract 119,7059,6715,279,189,6870,6591,6180,215,154,42,2.68,3.95,87.55,3.05,2.18,0.59
21229930100,Census Tract 9301,2833,2741,75,53,2780,2705,2664,21,2,18,1.87,2.65,94.03,0.74,0.07,0.64
21229930201,Census Tract 9302.01,3442,3205,195,279,3163,2968,2413,503,17,35,8.11,5.67,70.1,14.61,0.49,1.02
21229930202,Census Tract 9302.02,3552,3458,70,94,3458,3388,3263,102,15,8,2.65,1.97,91.86,2.87,0.42,0.23
21229930300,Census Tract 9303,2200,2144,48,44,2156,2108,2057,26,4,21,2.0,2.18,93.5,1.18,0.18,0.95
21231920101,Census Tract 9201.01,1626,1567,49,35,1591,1542,1525,4,9,4,2.15,3.01,93.79,0.25,0.55,0.25
21231920102,Census Tract 9201.02,2787,2699,69,50,2737,2668,2590,58,11,9,1.79,2.48,92.93,2.08,0.39,0.32
21231920201,Census Tract 9202.01,1880,1804,46,120,1760,1714,1684,19,5,6,6.38,2.45,89.57,1.01,0.27,0.32
21231920202,Census Tract 9202.02,3851,3664,119,399,3452,3333,3230,85,15,3,10.36,3.09,83.87,2.21,0.39,0.08
21231920300,Census Tract 9203,3815,3725,72,212,3603,3531,3470,42,12,7,5.56,1.89,90.96,1.1,0.31,0.18
21231920401,Census Tract 9204.01,1578,1550,18,45,1533,1515,1487,16,6,6,2.85,1.14,94.23,1.01,0.38,0.38
21231920402,Census Tract 9204.02,1572,1548,20,21,1551,1531,1522,3,0,6,1.34,1.27,96.82,0.19,0.0,0.38
21231920701,Census Tract 9207.01,1031,1006,22,10,1021,999,992,0,1,6,0.97,2.13,96.22,0.0,0.1,0.58
21231920702,Census Tract 9207.02,1415,1386,28,10,1405,1377,1372,1,1,3,0.71,1.98,96.96,0.07,0.07,0.21
21233960100,Census Tract 9601,4431,4246,110,706,3725,3615,3555,22,10,28,15.93,2.48,80.23,0.5,0.23,0.63
21233960200,Census Tract 9602,2756,2657,93,42,2714,2621,2540,72,0,9,1.52,3.37,92.16,2.61,0.0,0.33
21233960300,Census Tract 9603,2102,2026,72,37,2065,1993,1972,8,6,7,1.76,3.43,93.82,0.38,0.29,0.33
21233960400,Census Tract 9604,3728,3527,185,60,3668,3483,3078,374,8,23,1.61,4.96,82.56,10.03,0.21,0.62
21235920100,Census Tract 9201,3058,2909,129,74,2984,2855,2795,15,26,19,2.42,4.22,91.4,0.49,0.85,0.62
21235920200,Census Tract 9202,2896,2788,93,89,2807,2714,2660,16,29,9,3.07,3.21,91.85,0.55,1.0,0.31
21235920301,Census Tract 9203.01,1866,1795,69,17,1849,1780,1772,3,2,3,0.91,3.7,94.96,0.16,0.11,0.16
21235920302,Census Tract 9203.02,4888,4726,128,63,4825,4697,4640,14,25,18,1.29,2.62,94.93,0.29,0.51,0.37
21235920401,Census Tract 9204.01,1975,1925,37,22,1953,1916,1888,9,6,13,1.11,1.87,95.59,0.46,0.3,0.66
21235920402,Census Tract 9204.02,4149,4015,124,58,4091,3967,3938,9,8,12,1.4,2.99,94.91,0.22,0.19,0.29
21235920501,Census Tract 9205.01,1735,1677,47,22,1713,1666,1657,3,6,0,1.27,2.71,95.5,0.17,0.35,0.0
21235920502,Census Tract 9205.02,4401,4222,160,47,4354,4194,4150,36,5,3,1.07,3.64,94.3,0.82,0.11,0.07
21235920601,Census Tract 9206.01,1103,1060,35,24,1079,1044,1015,7,10,12,2.18,3.17,92.02,0.63,0.91,1.09
21235920602,Census Tract 9206.02,4371,4258,73,187,4184,4111,3596,401,80,34,4.28,1.67,82.27,9.17,1.83,0.78
21235920700,Census Tract 9207,4498,4347,130,68,4430,4300,4274,12,2,12,1.51,2.89,95.02,0.27,0.04,0.27
21235920800,Census Tract 9208,1772,1728,40,16,1756,1716,1691,6,5,14,0.9,2.26,95.43,0.34,0.28,0.79
21237930100,Census Tract 9301,2964,2912,41,20,2944,2903,2871,13,2,17,0.67,1.38,96.86,0.44,0.07,0.57
21237930200,Census Tract 9302,3598,3542,48,41,3557,3509,3485,14,3,7,1.14,1.33,96.86,0.39,0.08,0.19
21239050103,Census Tract 501.03,3635,3282,184,602,3033,2849,2392,421,19,17,16.56,5.06,65.8,11.58,0.52,0.47
21239050104,Census Tract 501.04,3937,3658,187,314,3623,3436,3200,195,21,20,7.98,4.75,81.28,4.95,0.53,0.51
21239050105,Census Tract 501.05,3384,3147,150,231,3153,3003,2804,153,37,9,6.83,4.43,82.86,4.52,1.09,0.27
21239050106,Census Tract 501.06,3921,3754,108,197,3724,3616,3493,94,15,14,5.02,2.75,89.08,2.4,0.38,0.36
21239050107,Census Tract 501.07,4167,3949,135,300,3867,3732,3508,174,39,11,7.2,3.24,84.19,4.18,0.94,0.26
21239050200,Census Tract 502,3759,3557,157,119,3640,3483,3434,22,13,14,3.17,4.18,91.35,0.59,0.35,0.37
21239050300,Census Tract 503,1773,1707,47,121,1652,1605,1551,32,6,16,6.82,2.65,87.48,1.8,0.34,0.9
21239050400,Census Tract 504,2295,2207,47,129,2166,2119,1979,120,7,13,5.62,2.05,86.23,5.23,0.31,0.57
